CustomerID,Gender,Age,Annual Income (BDT),Spending Score (1-100),KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster
678,Male,59,978983,17,3,3,0,3
679,Female,46,1471260,36,2,1,0,2
680,Female,42,569402,43,1,0,0,1
681,Male,57,1336252,25,2,1,0,2
682,Male,46,1195711,28,2,1,0,2
683,Male,27,554986,66,4,4,0,4
684,Female,39,538675,41,1,0,0,1
685,Female,26,1215421,85,0,2,0,0
686,Female,51,1386579,51,2,1,0,2
687,Male,33,488620,44,1,0,0,1
688,Male,46,454815,52,1,0,0,1
689,Female,36,627188,48,1,0,0,1
690,Female,34,588624,54,1,0,0,1
691,Male,39,743092,65,4,4,0,4
692,Male,30,727882,66,4,4,0,4
693,Male,43,659556,44,1,0,0,1
694,Male,38,672190,39,1,0,0,1
695,Male,38,702639,78,4,4,0,4
696,Female,30,759060,61,4,4,0,4
697,Female,52,1449623,32,2,1,0,2
698,Female,33,679729,70,4,4,0,4
699,Female,47,536955,47,1,0,0,1
700,Male,29,599252,57,4,4,0,4
701,Female,25,1380821,82,0,2,0,0
702,Female,26,487849,56,4,0,0,4
703,Female,26,1095272,98,0,2,0,0
704,Female,53,1415003,47,2,1,0,2
705,Female,25,1388034,89,0,2,0,0
706,Male,50,1455207,30,2,1,0,2
707,Male,23,1192994,75,0,2,0,0
708,Female,27,1283446,74,0,2,0,0
709,Male,31,1158747,87,0,2,0,0
710,Female,30,762114,66,4,4,0,4
711,Male,61,1470514,36,2,1,0,2
712,Female,48,591414,53,1,0,0,1
713,Male,52,686338,8,3,3,0,3
714,Female,50,320812,53,1,0,0,1
715,Male,30,500613,61,4,4,0,4
716,Male,39,556243,45,1,0,0,1
717,Male,43,1487392,30,2,1,0,2
718,Female,55,875429,23,3,3,0,3
719,Male,52,983895,19,3,3,0,3
720,Female,43,646396,31,1,0,0,1
721,Female,49,518235,35,1,0,0,1
722,Male,44,651677,51,1,0,0,1
723,Female,29,735337,78,4,4,0,4
724,Male,25,871147,86,4,2,0,4
725,Male,40,549697,42,1,0,0,1
726,Male,48,473893,37,1,0,0,1
727,Female,27,1256028,84,0,2,0,0
728,Female,45,1480092,42,2,1,0,2
729,Female,47,1469410,25,2,1,0,2
730,Female,55,857274,25,3,3,0,3
731,Female,35,633839,78,4,4,0,4
732,Male,47,1500000,32,2,1,0,2
733,Male,23,1322420,85,0,2,0,0
734,Female,26,757234,79,4,4,0,4
735,Female,57,1037700,18,3,3,0,3
736,Male,31,679523,93,4,4,0,4
737,Male,21,1121773,76,0,2,0,0
738,Female,26,1242365,84,0,2,0,0
739,Male,61,855407,28,3,3,0,3
740,Female,34,761616,87,4,4,0,4
741,Female,59,798132,13,3,3,0,3
742,Male,44,596166,48,1,0,0,1
743,Female,24,1043585,76,0,2,0,0
744,Male,46,553877,45,1,0,0,1
745,Female,36,794948,81,4,4,0,4
746,Male,28,1336464,86,0,2,0,0
747,Female,37,473694,44,1,0,0,1
748,Female,30,955409,60,4,4,0,4
749,Male,47,582998,39,1,0,0,1
750,Female,34,1317239,100,0,2,0,0
751,Female,28,695281,60,4,4,0,4
752,Female,24,1045979,83,0,2,0,0
753,Female,60,997794,33,3,3,0,3
754,Female,40,746352,50,1,0,0,1
755,Male,55,752422,16,3,3,0,3
756,Female,33,758895,99,4,4,0,4
757,Male,62,998296,30,3,3,0,3
758,Male,26,1157149,87,0,2,0,0
759,Male,52,1500000,42,2,1,0,2
760,Female,61,835555,23,3,3,0,3
761,Male,38,453052,43,1,0,0,1
762,Female,32,513281,75,4,4,0,4
763,Female,24,1101466,90,0,2,0,0
764,Female,46,1112390,37,2,1,0,2
765,Female,36,980692,69,4,4,0,4
766,Female,57,749646,34,3,3,0,3
767,Male,36,805184,61,4,4,0,4
768,Female,28,909176,68,4,4,0,4
769,Male,34,857735,72,4,4,0,4
770,Male,51,1262394,36,2,1,0,2
771,Male,43,1500000,40,2,1,0,2
772,Female,56,1087920,22,3,3,0,3
773,Female,48,1333217,26,2,1,0,2
774,Male,43,536388,38,1,0,0,1
775,Female,24,1472101,88,0,2,0,0
776,Male,56,897658,8,3,3,0,3
777,Female,52,709209,30,3,3,0,3
778,Male,25,661452,70,4,4,0,4
779,Male,59,883984,22,3,3,0,3
780,Female,22,1093118,82,0,2,0,0
781,Female,26,1216932,75,0,2,0,0
782,Female,44,558470,49,1,0,0,1
783,Male,47,1500000,33,2,1,0,2
784,Female,54,958057,9,3,3,0,3
785,Male,40,532702,40,1,0,0,1
786,Male,54,1000439,27,3,3,0,3
787,Male,34,832625,84,4,4,0,4
788,Male,30,612496,77,4,4,0,4
789,Female,41,1353100,35,2,1,0,2
790,Male,27,375780,33,1,0,-1,1
791,Male,56,1338842,36,2,1,0,2
792,Female,54,922740,17,3,3,0,3
793,Male,28,1347164,91,0,2,0,0
794,Male,57,896817,14,3,3,0,3
795,Female,37,502478,50,1,0,0,1
796,Male,38,502455,43,1,0,0,1
797,Female,32,692345,64,4,4,0,4
798,Female,42,561761,47,1,0,0,1
799,Female,37,799371,64,4,4,0,4
800,Female,32,676465,73,4,4,0,4
801,Male,25,1041371,87,0,2,0,0
802,Male,53,1377047,33,2,1,0,2
803,Female,47,497622,47,1,0,0,1
804,Female,21,1381573,77,0,2,0,0
805,Male,34,482250,47,1,0,0,1
806,Male,52,1500000,23,2,1,0,2
807,Female,48,1216710,40,2,1,0,2
808,Female,25,1388576,80,0,2,0,0
809,Male,59,818379,20,3,3,0,3
810,Female,26,1380179,82,0,2,0,0
811,Male,54,825663,35,3,3,0,3
812,Male,51,1500000,26,2,1,0,2
813,Male,44,1414867,33,2,1,0,2
814,Female,42,512677,28,1,0,0,1
815,Male,58,913121,19,3,3,0,3
816,Male,32,769405,77,4,4,0,4
817,Female,55,1500000,38,2,1,0,2
818,Male,24,1192214,89,0,2,0,0
819,Male,31,753971,65,4,4,0,4
820,Male,66,833281,27,3,3,0,3
821,Male,50,1397590,34,2,1,0,2
822,Female,31,1500000,89,0,2,0,0
823,Female,24,659764,76,4,4,0,4
824,Female,29,1211556,83,0,2,0,0
825,Female,31,798751,59,4,4,0,4
826,Female,45,596505,38,1,0,0,1
827,Female,38,1500000,35,2,1,0,2
828,Female,43,537035,49,1,0,0,1
829,Female,42,391592,59,1,0,0,1
830,Male,61,859162,18,3,3,0,3
831,Female,29,757844,61,4,4,0,4
832,Female,54,1007209,19,3,3,0,3
833,Female,56,969100,28,3,3,0,3
834,Male,54,969435,33,3,3,0,3
835,Female,61,901689,35,3,3,0,3
836,Male,26,1429620,100,0,2,0,0
837,Female,24,1311423,96,0,2,0,0
838,Male,45,1445469,37,2,1,0,2
839,Male,29,981124,66,4,4,0,4
840,Female,28,844470,85,4,2,0,4
841,Male,37,793544,60,4,4,0,4
842,Female,31,745559,71,4,4,0,4
843,Female,34,706773,57,4,4,0,4
844,Male,57,1488863,45,2,1,0,2
845,Female,55,791291,31,3,3,0,3
846,Male,53,748491,11,3,3,0,3
847,Female,30,868777,54,4,4,0,4
848,Male,42,408261,49,1,0,0,1
849,Female,40,1500000,41,2,1,0,2
850,Female,59,839202,31,3,3,0,3
851,Female,29,360714,46,1,0,0,1
852,Male,41,600377,58,1,0,0,1
853,Male,45,1483807,39,2,1,0,2
854,Female,53,1334752,25,2,1,0,2
855,Male,44,560016,52,1,0,0,1
856,Male,25,1345790,82,0,2,0,0
857,Female,42,577660,40,1,0,0,1
858,Female,41,510923,45,1,0,0,1
859,Male,55,1337516,45,2,1,0,2
860,Male,25,736105,78,4,4,0,4
861,Male,34,812964,69,4,4,0,4
862,Male,27,1045078,70,0,4,0,0
863,Male,64,927461,18,3,3,0,3
864,Male,61,794660,21,3,3,0,3
865,Female,26,1204971,82,0,2,0,0
866,Female,28,672045,69,4,4,0,4
867,Male,53,915210,26,3,3,0,3
868,Male,46,1226786,44,2,1,0,2
869,Male,30,576298,67,4,4,0,4
870,Male,31,673908,80,4,4,0,4
871,Female,28,1407890,85,0,2,0,0
872,Female,26,1152561,84,0,2,0,0
873,Female,27,1101436,97,0,2,0,0
874,Female,28,691040,67,4,4,0,4
875,Male,52,948959,16,3,3,0,3
876,Female,25,1261739,86,0,2,0,0
877,Male,36,399714,46,1,0,0,1
878,Male,59,1155832,43,2,1,-1,2
879,Male,37,467000,41,1,0,0,1
880,Female,61,708222,29,3,3,0,3
881,Female,35,890782,83,4,4,0,4
882,Female,36,407083,49,1,0,0,1
883,Male,37,559303,45,1,0,0,1
884,Female,44,393441,50,1,0,0,1
885,Male,58,963271,20,3,3,0,3
886,Female,35,565745,86,4,4,0,4
887,Female,44,545538,49,1,0,0,1
888,Female,32,821197,70,4,4,0,4
889,Male,20,1128425,75,0,2,0,0
890,Male,50,1438121,33,2,1,0,2
891,Male,61,914863,25,3,3,0,3
892,Male,34,739628,77,4,4,0,4
893,Male,55,955515,15,3,3,0,3
894,Male,19,1213252,95,0,2,0,0
895,Male,48,552660,53,1,0,0,1
896,Male,27,848696,86,4,2,0,4
897,Male,56,980142,3,3,3,0,3
898,Female,45,1497788,24,2,1,0,2
899,Male,29,1235599,88,0,2,0,0
900,Female,29,1194347,83,0,2,0,0
901,Female,55,1067819,23,3,3,0,3
902,Male,28,1266017,83,0,2,0,0
903,Female,33,705884,73,4,4,0,4
904,Male,20,1263442,75,0,2,0,0
905,Male,48,1377615,44,2,1,0,2
906,Female,53,1014855,16,3,3,0,3
907,Male,57,990070,22,3,3,0,3
908,Female,59,1044435,28,3,3,0,3
909,Female,26,1205558,84,0,2,0,0
910,Female,60,970332,21,3,3,0,3
911,Female,56,1429766,27,2,1,0,2
912,Female,37,799391,83,4,4,0,4
913,Female,37,1226793,33,2,1,0,2
914,Male,43,466054,35,1,0,0,1
915,Male,57,878847,23,3,3,0,3
916,Male,42,453394,54,1,0,0,1
917,Male,54,1321958,24,2,1,0,2
918,Male,36,696638,74,4,4,0,4
919,Female,39,588555,44,1,0,0,1
920,Male,27,1148255,86,0,2,0,0
921,Female,29,879959,66,4,4,0,4
922,Male,27,1340599,90,0,2,0,0
923,Male,32,791313,72,4,4,0,4
924,Female,25,1156059,84,0,2,0,0
925,Male,55,1475264,39,2,1,0,2
926,Female,43,602828,40,1,0,0,1
927,Male,42,464536,44,1,0,0,1
928,Female,35,310324,47,1,0,0,1
929,Female,62,713407,23,3,3,0,3
930,Male,44,1280653,33,2,1,0,2
931,Female,30,1406646,79,0,2,0,0
932,Female,53,397259,38,1,0,0,1
933,Female,56,1262848,24,2,1,0,2
934,Male,47,587824,59,1,0,0,1
935,Male,52,1151106,19,3,3,0,3
936,Female,39,474910,38,1,0,0,1
937,Female,48,1500000,30,2,1,0,2
938,Male,60,954185,21,3,3,0,3
939,Female,42,1212148,42,2,1,0,2
940,Female,43,472576,36,1,0,0,1
941,Female,29,909505,74,4,4,0,4
942,Male,27,1248326,90,0,2,0,0
943,Male,45,656739,65,1,0,0,1
944,Male,56,1115052,21,3,3,0,3
945,Female,23,1188898,88,0,2,0,0
946,Female,47,467180,48,1,0,0,1
947,Female,28,1325087,73,0,2,0,0
948,Male,30,824548,91,4,4,0,4
949,Female,44,1500000,24,2,1,0,2
950,Female,39,436299,43,1,0,0,1
951,Male,36,555801,52,1,0,0,1
952,Female,43,513697,44,1,0,0,1
953,Male,27,1197892,83,0,2,0,0
954,Male,33,782474,75,4,4,0,4
955,Male,37,336598,50,1,0,0,1
956,Female,24,1236005,93,0,2,0,0
957,Female,43,507163,46,1,0,0,1
958,Female,32,754735,63,4,4,0,4
959,Male,53,1077116,21,3,3,0,3
960,Female,30,511198,75,4,4,0,4
961,Male,58,1076733,20,3,3,0,3
962,Female,32,401198,48,1,0,0,1
963,Female,61,977592,21,3,3,0,3
964,Female,26,691735,83,4,4,0,4
965,Male,32,697617,61,4,4,0,4
966,Female,35,480908,32,1,0,0,1
967,Male,24,682458,67,4,4,0,4
968,Male,59,1053956,20,3,3,0,3
969,Male,63,1078291,19,3,3,0,3
970,Female,52,986489,23,3,3,0,3
971,Female,31,697276,59,4,4,0,4
972,Female,46,1356114,35,2,1,0,2
973,Male,28,1308779,91,0,2,0,0
974,Male,52,823359,10,3,3,0,3
975,Male,27,576030,81,4,4,0,4
976,Female,49,1230190,39,2,1,0,2
977,Male,43,1308345,44,2,1,0,2
978,Female,50,1382567,22,2,1,0,2
979,Female,56,1421768,55,2,1,0,2
980,Female,63,905623,31,3,3,0,3
981,Female,60,1064180,30,3,3,0,3
982,Female,37,730357,66,4,4,0,4
983,Female,53,1499665,32,2,1,0,2
984,Male,56,880416,21,3,3,0,3
985,Male,49,1386025,33,2,1,0,2
986,Female,30,531803,70,4,4,0,4
987,Male,51,1409514,39,2,1,0,2
988,Male,58,762148,28,3,3,0,3
989,Female,55,831650,17,3,3,0,3
990,Female,52,1391952,31,2,1,0,2
991,Male,36,690689,57,4,4,0,4
992,Male,22,1262456,86,0,2,0,0
993,Female,53,1362528,31,2,1,0,2
994,Female,44,1235711,30,2,1,0,2
995,Female,56,1282688,26,2,1,0,2
996,Female,53,853475,26,3,3,0,3
997,Male,21,1311725,85,0,2,0,0
998,Male,38,207261,45,1,0,0,1
999,Female,62,975363,14,3,3,0,3
1000,Male,55,950390,15,3,3,0,3
1001,Female,24,789688,65,4,4,0,4
1002,Male,26,991350,82,0,2,0,0
1003,Male,64,829068,34,3,3,0,3
1004,Male,22,1033780,90,0,2,0,0
1005,Female,27,1284250,99,0,2,0,0
1006,Male,47,1500000,28,2,1,0,2
1007,Female,46,1480917,27,2,1,0,2
1008,Male,61,812902,38,3,3,0,3
1009,Male,48,1485293,42,2,1,0,2
1010,Female,28,1120536,87,0,2,0,0
1011,Male,43,501483,45,1,0,0,1
1012,Female,42,1362294,27,2,1,0,2
1013,Female,28,1388117,86,0,2,0,0
1014,Female,29,361064,48,1,0,0,1
1015,Female,31,541457,77,4,4,0,4
1016,Male,44,792368,35,1,0,0,1
1017,Male,59,945933,21,3,3,0,3
1018,Male,44,350328,50,1,0,0,1
1019,Male,33,1186557,91,0,2,0,0
1020,Male,45,355332,38,1,0,0,1
1021,Male,43,370033,44,1,0,0,1
1022,Male,47,379727,45,1,0,0,1
1023,Male,23,1341810,100,0,2,0,0
1024,Male,49,1500000,35,2,1,0,2
1025,Female,31,709275,64,4,4,0,4
1026,Female,22,1056021,81,0,2,0,0
1027,Female,55,849568,27,3,3,0,3
1028,Female,59,867764,32,3,3,0,3
1029,Female,59,754074,25,3,3,0,3
1030,Female,34,398873,43,1,0,0,1
1031,Male,46,1304003,29,2,1,0,2
1032,Male,37,784620,82,4,4,0,4
1033,Male,33,475865,45,1,0,0,1
1034,Male,24,1287104,80,0,2,0,0
1035,Female,47,1351925,41,2,1,0,2
1036,Female,47,498229,55,1,0,0,1
1037,Female,56,1016888,25,3,3,0,3
1038,Male,52,1482197,37,2,1,0,2
1039,Female,50,925040,17,3,3,0,3
1040,Female,35,810453,70,4,4,0,4
1041,Female,46,1346094,32,2,1,0,2
1042,Female,48,1310216,39,2,1,0,2
1043,Male,41,687392,78,4,4,0,4
1044,Male,58,897596,23,3,3,0,3
1045,Female,35,870368,75,4,4,0,4
1046,Male,57,866274,22,3,3,0,3
1047,Female,32,716366,39,1,0,0,1
1048,Female,22,1239027,80,0,2,0,0
1049,Female,45,659951,53,1,0,0,1
1050,Male,39,517109,50,1,0,0,1
1051,Female,34,870603,77,4,4,0,4
1052,Male,45,1432674,26,2,1,0,2
1053,Female,37,405719,44,1,0,0,1
1054,Male,39,495696,40,1,0,0,1
1055,Male,43,1497467,32,2,1,0,2
1056,Female,42,1278468,26,2,1,0,2
1057,Female,45,489768,39,1,0,0,1
1058,Male,37,1333468,31,2,1,0,2
1059,Female,28,1286599,84,0,2,0,0
1060,Male,47,1404506,40,2,1,0,2
1061,Male,50,1413489,32,2,1,0,2
1062,Male,48,569874,54,1,0,0,1
1063,Female,23,1411507,82,0,2,0,0
1064,Female,51,855667,27,3,3,0,3
1065,Male,47,593858,46,1,0,0,1
1066,Male,51,576350,53,1,0,0,1
1067,Female,46,469759,38,1,0,0,1
1068,Male,32,655071,63,4,4,0,4
1069,Female,31,643482,71,4,4,0,4
1070,Female,44,490221,64,1,0,0,1
1071,Male,24,1283708,78,0,2,0,0
1072,Male,48,1453822,41,2,1,0,2
1073,Male,60,869561,31,3,3,0,3
1074,Female,58,824158,25,3,3,0,3
1075,Male,25,1166191,75,0,2,0,0
1076,Male,56,1495532,32,2,1,0,2
1077,Male,37,531987,52,1,0,0,1
1078,Female,56,992995,21,3,3,0,3
1079,Male,36,610497,75,4,4,0,4
1080,Male,25,1299660,89,0,2,0,0
1081,Female,25,1185683,85,0,2,0,0
1082,Female,63,1464423,40,2,1,0,2
1083,Male,57,808544,24,3,3,0,3
1084,Female,24,1181080,83,0,2,0,0
1085,Male,31,1343594,84,0,2,0,0
1086,Female,44,570324,47,1,0,0,1
1087,Female,24,743020,82,4,4,0,4
1088,Female,30,960277,91,0,2,0,0
1089,Male,43,509787,55,1,0,0,1
1090,Female,37,390530,40,1,0,0,1
1091,Male,26,1444974,88,0,2,0,0
1092,Male,27,1210044,83,0,2,0,0
1093,Male,50,1483837,26,2,1,0,2
1094,Male,61,802891,17,3,3,0,3
1095,Male,52,1402344,32,2,1,0,2
1096,Female,57,1405864,34,2,1,0,2
1097,Female,40,576643,59,1,0,0,1
1098,Male,39,893678,74,4,4,0,4
1099,Male,50,1290828,37,2,1,0,2
1100,Female,57,979960,28,3,3,0,3
1101,Male,28,1178861,78,0,2,0,0
1102,Male,46,1212833,40,2,1,0,2
1103,Male,47,1328095,46,2,1,0,2
1104,Male,27,1164042,83,0,2,0,0
1105,Female,34,826219,78,4,4,0,4
1106,Female,52,1419420,29,2,1,0,2
1107,Male,34,842788,68,4,4,0,4
1108,Female,27,679379,78,4,4,0,4
1109,Female,42,424739,59,1,0,0,1
1110,Male,36,532840,46,1,0,0,1
1111,Male,50,1482684,35,2,1,0,2
1112,Female,24,1222655,82,0,2,0,0
1113,Female,43,1364935,31,2,1,0,2
1114,Male,40,566481,57,1,0,0,1
1115,Female,28,761012,82,4,4,0,4
1116,Male,18,1133115,75,0,2,0,0
1117,Male,50,1500000,37,2,1,0,2
1118,Male,33,669711,84,4,4,0,4
1119,Female,35,690585,72,4,4,0,4
1120,Female,48,692634,34,1,3,0,1
1121,Male,44,434145,47,1,0,0,1
1122,Male,56,799957,23,3,3,0,3
1123,Male,30,820157,76,4,4,0,4
1124,Female,26,1448130,86,0,2,0,0
1125,Male,56,1011202,27,3,3,0,3
1126,Female,55,901237,23,3,3,0,3
1127,Female,25,1280782,73,0,2,0,0
1128,Male,41,1399995,43,2,1,0,2
1129,Male,23,1229018,86,0,2,0,0
1130,Male,39,541909,40,1,0,0,1
1131,Male,59,1364519,33,2,1,0,2
1132,Male,31,1263683,77,0,2,0,0
1133,Male,54,1290425,31,2,1,0,2
1134,Female,58,856677,21,3,3,0,3
1135,Male,36,451476,47,1,0,0,1
1136,Male,26,517761,64,4,4,0,4
1137,Female,38,689737,52,1,0,0,1
1138,Female,24,1025708,83,0,2,0,0
1139,Female,28,1208379,90,0,2,0,0
1140,Male,35,838571,69,4,4,0,4
1141,Female,42,653629,36,1,0,0,1
1142,Male,40,521404,45,1,0,0,1
1143,Male,32,782534,73,4,4,0,4
1144,Female,61,1035528,20,3,3,0,3
1145,Male,57,808140,21,3,3,0,3
1146,Female,36,536053,43,1,0,0,1
1147,Female,31,1181590,88,0,2,0,0
1148,Female,47,689146,65,1,0,0,1
1149,Female,46,1438309,34,2,1,0,2
1150,Male,41,447455,53,1,0,0,1
1151,Male,54,1394024,39,2,1,0,2
1152,Male,51,1326714,25,2,1,0,2
1153,Female,51,831799,26,3,3,0,3
1154,Male,24,1171135,87,0,2,0,0
1155,Female,39,569341,49,1,0,0,1
1156,Male,60,846399,10,3,3,0,3
1157,Female,59,737656,13,3,3,0,3
1158,Female,46,1500000,43,2,1,0,2
1159,Female,24,1246680,96,0,2,0,0
1160,Female,62,759365,32,3,3,0,3
1161,Male,29,1370766,90,0,2,0,0
1162,Male,35,542737,54,1,0,0,1
1163,Male,55,1499567,40,2,1,0,2
1164,Male,50,945160,19,3,3,0,3
1165,Female,45,551222,47,1,0,0,1
1166,Female,51,1489630,31,2,1,0,2
1167,Male,44,1184015,31,2,1,0,2
1168,Male,37,583521,87,4,4,0,4
1169,Male,50,1236493,39,2,1,0,2
1170,Male,59,1124880,12,3,3,0,3
1171,Female,37,813879,72,4,4,0,4
1172,Female,27,1058554,75,0,2,0,0
1173,Female,44,741557,57,1,0,0,1
1174,Male,48,1377907,36,2,1,0,2
1175,Male,61,998410,21,3,3,0,3
1176,Female,35,590495,52,1,0,0,1
1177,Male,44,476396,47,1,0,0,1
1178,Male,30,641318,77,4,4,0,4
1179,Male,20,1325099,88,0,2,0,0
1180,Female,26,740053,77,4,4,0,4
1181,Female,22,1080525,75,0,2,0,0
1182,Male,63,954822,32,3,3,0,3
1183,Female,65,714729,12,3,3,0,3
1184,Female,30,723111,71,4,4,0,4
1185,Male,34,817318,64,4,4,0,4
1186,Female,21,1179420,76,0,2,0,0
1187,Male,38,736459,66,4,4,0,4
1188,Male,65,944029,32,3,3,0,3
1189,Male,55,814272,21,3,3,0,3
1190,Female,40,740445,74,4,4,0,4
1191,Male,42,1371985,25,2,1,0,2
1192,Male,30,1276046,81,0,2,0,0
1193,Male,28,1398668,84,0,2,0,0
1194,Female,51,1500000,36,2,1,0,2
1195,Male,38,704670,45,1,0,0,1
1196,Male,30,1066473,91,0,2,0,0
1197,Female,27,1163196,72,0,2,0,0
1198,Male,62,1034832,28,3,3,0,3
1199,Female,28,1311519,82,0,2,0,0
1200,Female,52,1411828,23,2,1,0,2
1201,Male,54,907597,18,3,3,0,3
1202,Male,32,645590,77,4,4,0,4
1203,Male,41,576094,49,1,0,0,1
1204,Male,63,915345,33,3,3,0,3
1205,Male,55,1461343,35,2,1,0,2
1206,Male,50,1416289,40,2,1,0,2
1207,Female,40,382742,42,1,0,0,1
1208,Male,26,727340,67,4,4,0,4
1209,Male,57,760490,22,3,3,0,3
1210,Female,19,1048154,91,0,2,0,0
1211,Male,63,705247,24,3,3,0,3
1212,Male,55,905364,9,3,3,0,3
1213,Male,35,803963,69,4,4,0,4
1214,Female,25,1230238,78,0,2,0,0
1215,Female,29,694677,69,4,4,0,4
1216,Female,28,1171396,82,0,2,0,0
1217,Female,22,593310,71,4,4,0,4
1218,Male,55,1414491,37,2,1,0,2
1219,Male,28,681554,53,4,4,0,4
1220,Male,47,545202,38,1,0,0,1
1221,Female,44,418146,35,1,0,0,1
1222,Male,44,521316,39,1,0,0,1
1223,Female,18,1062751,79,0,2,0,0
1224,Female,46,1331857,24,2,1,0,2
1225,Male,53,1357034,28,2,1,0,2
1226,Male,38,659160,41,1,0,0,1
1227,Male,36,780616,74,4,4,0,4
1228,Male,29,1158758,83,0,2,0,0
1229,Female,29,1495076,84,0,2,0,0
1230,Female,63,873653,15,3,3,0,3
1231,Male,20,682420,66,4,4,0,4
1232,Male,23,985712,77,0,2,0,0
1233,Male,37,589311,46,1,0,0,1
1234,Male,29,1291737,98,0,2,0,0
1235,Female,27,1258659,93,0,2,0,0
1236,Female,51,1468202,31,2,1,0,2
1237,Female,26,1300488,76,0,2,0,0
1238,Male,47,1484052,35,2,1,0,2
1239,Female,20,1104217,88,0,2,0,0
1240,Female,23,983970,88,0,2,0,0
1241,Male,42,1440100,38,2,1,0,2
1242,Male,33,507492,65,4,4,0,4
1243,Male,39,633710,33,1,0,0,1
1244,Female,24,695507,69,4,4,0,4
1245,Female,36,875042,70,4,4,0,4
1246,Male,38,395547,62,1,0,0,1
1247,Male,27,1330181,73,0,2,0,0
1248,Male,43,337126,52,1,0,0,1
1249,Female,29,621974,50,4,4,0,4
1250,Female,33,801772,66,4,4,0,4
1251,Male,35,848202,61,4,4,0,4
1252,Female,31,723643,57,4,4,0,4
1253,Male,41,585534,41,1,0,0,1
1254,Female,32,759985,78,4,4,0,4
1255,Male,54,932170,13,3,3,0,3
1256,Female,41,435566,44,1,0,0,1
1257,Male,52,1425835,31,2,1,0,2
1258,Female,23,1051267,84,0,2,0,0
1259,Male,43,651243,44,1,0,0,1
1260,Male,63,1099690,9,3,3,0,3
1261,Female,38,602293,66,4,0,0,4
1262,Male,31,459613,57,1,4,0,1
1263,Female,46,1132702,41,2,1,0,2
1264,Female,27,1251089,100,0,2,0,0
1265,Male,54,1500000,35,2,1,0,2
1266,Female,46,1481835,40,2,1,0,2
1267,Male,59,827392,21,3,3,0,3
1268,Female,34,713174,70,4,4,0,4
1269,Female,29,711563,63,4,4,0,4
1270,Male,46,1434429,31,2,1,0,2
1271,Male,32,947888,73,4,4,0,4
1272,Female,34,722440,63,4,4,0,4
1273,Female,26,1118244,84,0,2,0,0
1274,Male,30,974803,89,0,2,0,0
1275,Male,48,429272,50,1,0,0,1
1276,Male,52,783917,14,3,3,0,3
1277,Female,30,1100043,67,0,4,0,0
1278,Female,31,1047350,93,0,2,0,0
1279,Male,46,1315362,29,2,1,0,2
1280,Female,44,1493784,41,2,1,0,2
1281,Male,28,1328733,89,0,2,0,0
1282,Female,55,1425916,37,2,1,0,2
1283,Female,53,1333122,34,2,1,0,2
1284,Female,28,932022,79,4,4,0,4
1285,Female,35,755087,60,4,4,0,4
1286,Male,48,1392441,32,2,1,0,2
1287,Male,41,573006,51,1,0,0,1
1288,Female,40,504957,52,1,0,0,1
1289,Male,23,1156248,76,0,2,0,0
1290,Male,50,994596,19,3,3,0,3
1291,Female,28,776493,82,4,4,0,4
1292,Male,22,1222405,80,0,2,0,0
1293,Male,47,450693,56,1,0,0,1
1294,Male,56,908233,9,3,3,0,3
1295,Female,27,936857,89,0,2,0,0
1296,Female,38,645486,54,1,0,0,1
1297,Female,43,718151,65,1,4,0,4
1298,Female,30,907781,83,4,4,0,4
1299,Male,27,1386309,89,0,2,0,0
1300,Female,27,1227957,96,0,2,0,0
1301,Male,51,1031630,23,3,3,0,3
1302,Female,27,1241369,70,0,2,0,0
1303,Female,28,1339234,79,0,2,0,0
1304,Male,26,779271,75,4,4,0,4
1305,Female,19,1054519,90,0,2,0,0
1306,Female,53,973373,28,3,3,0,3
1307,Female,26,1173925,92,0,2,0,0
1308,Female,31,1225485,80,0,2,0,0
1309,Male,43,328027,61,1,0,0,1
1310,Female,33,835759,69,4,4,0,4
1311,Male,62,1033110,12,3,3,0,3
1312,Female,49,1384858,30,2,1,0,2
1313,Male,49,474483,43,1,0,0,1
1314,Male,42,465743,56,1,0,0,1
1315,Male,63,1289542,22,3,3,0,2
1316,Female,43,529460,52,1,0,0,1
1317,Female,52,1489443,48,2,1,0,2
1318,Male,25,1279073,88,0,2,0,0
1319,Male,54,1500000,34,2,1,0,2
1320,Male,51,1205813,45,2,1,0,2
1321,Female,31,1165662,76,0,2,0,0
1322,Female,38,451238,34,1,0,0,1
1323,Male,46,498386,50,1,0,0,1
1324,Male,51,1348933,32,2,1,0,2
1325,Female,32,872270,79,4,4,0,4
1326,Female,49,1500000,44,2,1,0,2
1327,Female,59,1008271,20,3,3,0,3
1328,Male,34,645802,82,4,4,0,4
1329,Female,58,784961,25,3,3,0,3
1330,Male,62,954650,24,3,3,0,3
1331,Male,31,1314226,83,0,2,0,0
1332,Male,46,1375431,34,2,1,0,2
1333,Male,52,984312,19,3,3,0,3
1334,Female,26,782326,67,4,4,0,4
1335,Female,35,389601,47,1,0,0,1
1336,Female,32,772276,58,4,4,0,4
1337,Female,36,830374,55,4,4,0,4
1338,Male,24,799694,70,4,4,0,4
1339,Female,44,1229860,22,2,1,0,2
1340,Female,43,559459,49,1,0,0,1
1341,Female,34,724650,71,4,4,0,4
