CustomerID,Gender,Age,Annual Income (BDT),Spending Score (1-100)
1113,Female,43,1364935,31
1114,Male,40,566481,57
1115,Female,28,761012,82
1116,Male,18,1133115,75
1117,Male,50,1500000,37
1118,Male,33,669711,84
1119,Female,35,690585,72
1120,Female,48,692634,34
1121,Male,44,434145,47
1122,Male,56,799957,23
1123,Male,30,820157,76
1124,Female,26,1448130,86
1125,Male,56,1011202,27
1126,Female,55,901237,23
1127,Female,25,1280782,73
1128,Male,41,1399995,43
1129,Male,23,1229018,86
1130,Male,39,541909,40
1131,Male,59,1364519,33
1132,Male,31,1263683,77
1133,Male,54,1290425,31
1134,Female,58,856677,21
1135,Male,36,451476,47
1136,Male,26,517761,64
1137,Female,38,689737,52
1138,Female,24,1025708,83
1139,Female,28,1208379,90
1140,Male,35,838571,69
1141,Female,42,653629,36
1142,Male,40,521404,45
1143,Male,32,782534,73
1144,Female,61,1035528,20
1145,Male,57,808140,21
1146,Female,36,536053,43
1147,Female,31,1181590,88
1148,Female,47,689146,65
1149,Female,46,1438309,34
1150,Male,41,447455,53
1151,Male,54,1394024,39
1152,Male,51,1326714,25
1153,Female,51,831799,26
1154,Male,24,1171135,87
1155,Female,39,569341,49
1156,Male,60,846399,10
1157,Female,59,737656,13
1158,Female,46,1500000,43
1159,Female,24,1246680,96
1160,Female,62,759365,32
1161,Male,29,1370766,90
1162,Male,35,542737,54
1163,Male,55,1499567,40
1164,Male,50,945160,19
1165,Female,45,551222,47
1166,Female,51,1489630,31
1167,Male,44,1184015,31
1168,Male,37,583521,87
1169,Male,50,1236493,39
1170,Male,59,1124880,12
1171,Female,37,813879,72
1172,Female,27,1058554,75
1173,Female,44,741557,57
1174,Male,48,1377907,36
1175,Male,61,998410,21
1176,Female,35,590495,52
1177,Male,44,476396,47
1178,Male,30,641318,77
1179,Male,20,1325099,88
1180,Female,26,740053,77
1181,Female,22,1080525,75
1182,Male,63,954822,32
1183,Female,65,714729,12
1184,Female,30,723111,71
1185,Male,34,817318,64
1186,Female,21,1179420,76
1187,Male,38,736459,66
1188,Male,65,944029,32
1189,Male,55,814272,21
1190,Female,40,740445,74
1191,Male,42,1371985,25
1192,Male,30,1276046,81
1193,Male,28,1398668,84
1194,Female,51,1500000,36
1195,Male,38,704670,45
1196,Male,30,1066473,91
1197,Female,27,1163196,72
1198,Male,62,1034832,28
1199,Female,28,1311519,82
1200,Female,52,1411828,23
1201,Male,54,907597,18
1202,Male,32,645590,77
1203,Male,41,576094,49
1204,Male,63,915345,33
1205,Male,55,1461343,35
1206,Male,50,1416289,40
1207,Female,40,382742,42
1208,Male,26,727340,67
1209,Male,57,760490,22
1210,Female,19,1048154,91
1211,Male,63,705247,24
1212,Male,55,905364,9
1213,Male,35,803963,69
1214,Female,25,1230238,78
1215,Female,29,694677,69
1216,Female,28,1171396,82
1217,Female,22,593310,71
1218,Male,55,1414491,37
1219,Male,28,681554,53
1220,Male,47,545202,38
1221,Female,44,418146,35
1222,Male,44,521316,39
1223,Female,18,1062751,79
1224,Female,46,1331857,24
1225,Male,53,1357034,28
1226,Male,38,659160,41
1227,Male,36,780616,74
1228,Male,29,1158758,83
1229,Female,29,1495076,84
1230,Female,63,873653,15
1231,Male,20,682420,66
1232,Male,23,985712,77
1233,Male,37,589311,46
1234,Male,29,1291737,98
1235,Female,27,1258659,93
1236,Female,51,1468202,31
1237,Female,26,1300488,76
1238,Male,47,1484052,35
1239,Female,20,1104217,88
1240,Female,23,983970,88
1241,Male,42,1440100,38
1242,Male,33,507492,65
1243,Male,39,633710,33
1244,Female,24,695507,69
1245,Female,36,875042,70
1246,Male,38,395547,62
1247,Male,27,1330181,73
1248,Male,43,337126,52
1249,Female,29,621974,50
1250,Female,33,801772,66
1251,Male,35,848202,61
1252,Female,31,723643,57
1253,Male,41,585534,41
1254,Female,32,759985,78
1255,Male,54,932170,13
1256,Female,41,435566,44
1257,Male,52,1425835,31
1258,Female,23,1051267,84
1259,Male,43,651243,44
1260,Male,63,1099690,9
1261,Female,38,602293,66
1262,Male,31,459613,57
1263,Female,46,1132702,41
1264,Female,27,1251089,100
1265,Male,54,1500000,35
1266,Female,46,1481835,40
1267,Male,59,827392,21
1268,Female,34,713174,70
1269,Female,29,711563,63
1270,Male,46,1434429,31
1271,Male,32,947888,73
1272,Female,34,722440,63
1273,Female,26,1118244,84
1274,Male,30,974803,89
1275,Male,48,429272,50
1276,Male,52,783917,14
1277,Female,30,1100043,67
1278,Female,31,1047350,93
1279,Male,46,1315362,29
1280,Female,44,1493784,41
1281,Male,28,1328733,89
1282,Female,55,1425916,37
1283,Female,53,1333122,34
1284,Female,28,932022,79
1285,Female,35,755087,60
1286,Male,48,1392441,32
1287,Male,41,573006,51
1288,Female,40,504957,52
1289,Male,23,1156248,76
1290,Male,50,994596,19
1291,Female,28,776493,82
1292,Male,22,1222405,80
1293,Male,47,450693,56
1294,Male,56,908233,9
1295,Female,27,936857,89
1296,Female,38,645486,54
1297,Female,43,718151,65
1298,Female,30,907781,83
1299,Male,27,1386309,89
1300,Female,27,1227957,96
1301,Male,51,1031630,23
1302,Female,27,1241369,70
1303,Female,28,1339234,79
1304,Male,26,779271,75
1305,Female,19,1054519,90
1306,Female,53,973373,28
1307,Female,26,1173925,92
1308,Female,31,1225485,80
1309,Male,43,328027,61
1310,Female,33,835759,69
1311,Male,62,1033110,12
1312,Female,49,1384858,30
1313,Male,49,474483,43
1314,Male,42,465743,56
1315,Male,63,1289542,22
1316,Female,43,529460,52
1317,Female,52,1489443,48
1318,Male,25,1279073,88
1319,Male,54,1500000,34
1320,Male,51,1205813,45
1321,Female,31,1165662,76
1322,Female,38,451238,34
1323,Male,46,498386,50
1324,Male,51,1348933,32
1325,Female,32,872270,79
1326,Female,49,1500000,44
1327,Female,59,1008271,20
1328,Male,34,645802,82
1329,Female,58,784961,25
1330,Male,62,954650,24
1331,Male,31,1314226,83
1332,Male,46,1375431,34
1333,Male,52,984312,19
1334,Female,26,782326,67
1335,Female,35,389601,47
1336,Female,32,772276,58
1337,Female,36,830374,55
1338,Male,24,799694,70
1339,Female,44,1229860,22
1340,Female,43,559459,49
1341,Female,34,724650,71
1342,Female,25,1256025,74
1343,Male,32,677783,58
1344,Male,27,1339836,85
1345,Male,34,925816,68
1346,Female,63,672001,17
1347,Male,52,861713,10
1348,Male,47,590340,30
1349,Male,35,844920,62
1350,Female,31,777425,74
1351,Female,23,1305885,85
1352,Female,59,834570,16
1353,Male,39,458895,34
1354,Male,34,892541,77
1355,Female,52,647879,24
1356,Female,51,1498159,42
1357,Male,58,727934,18
1358,Male,28,553240,65
1359,Female,37,437193,41
1360,Male,25,1214968,82
1361,Female,38,1174321,86
1362,Female,37,1392371,25
1363,Male,51,1460839,28
1364,Female,31,729426,76
1365,Male,38,522452,42
1366,Male,59,987829,18
1367,Male,50,1190642,32
1368,Female,60,936731,38
1369,Male,48,1500000,29
1370,Male,50,582401,30
1371,Male,27,1256777,78
1372,Male,51,512570,42
1373,Female,47,1484248,43
1374,Female,36,563695,63
1375,Female,25,1453470,89
1376,Female,61,1016366,25
1377,Female,22,766985,80
1378,Male,23,1232240,89
1379,Male,57,901225,24
1380,Female,56,1347194,38
1381,Male,49,1442776,34
1382,Female,48,1483996,44
1383,Male,32,1259032,96
1384,Male,58,866911,33
1385,Female,39,690719,82
1386,Male,27,774057,72
1387,Male,25,1326258,75
1388,Female,46,1313808,28
1389,Male,26,802907,93
1390,Male,49,492055,50
1391,Female,32,766100,64
1392,Female,59,1004170,34
1393,Female,32,699760,81
1394,Female,60,870148,32
1395,Female,22,1022379,92
1396,Female,47,525535,60
1397,Male,53,1484158,50
1398,Female,46,635118,51
1399,Male,54,1493637,48
1400,Female,37,737636,84
1401,Female,34,947448,65
1402,Male,44,667185,54
1403,Male,28,579974,66
1404,Male,41,480560,60
1405,Male,26,1401055,93
1406,Male,29,1275263,85
1407,Female,42,561615,46
1408,Male,44,336951,43
1409,Male,50,1177570,33
1410,Male,45,438684,41
1411,Female,45,1240296,35
1412,Male,29,1310584,93
1413,Male,24,1177775,92
1414,Male,65,965197,28
1415,Male,51,1152828,41
1416,Female,32,940913,62
1417,Female,41,560404,54
1418,Male,23,1249845,79
1419,Female,57,1378264,39
1420,Male,48,1460590,34
1421,Female,30,1183372,78
1422,Female,35,866214,79
1423,Female,52,1482550,34
1424,Female,31,573854,65
1425,Male,40,499939,51
1426,Male,24,1120523,83
1427,Female,57,1372889,31
1428,Male,45,387913,53
1429,Female,29,904359,81
1430,Female,26,1306187,86
1431,Female,27,1067108,75
1432,Male,29,1377123,100
1433,Female,34,710299,67
1434,Male,40,804230,66
1435,Female,41,379400,29
1436,Female,50,1309260,30
1437,Female,28,488758,49
1438,Female,41,621382,42
1439,Male,31,700377,47
1440,Female,53,1492486,33
1441,Male,39,625402,34
1442,Male,56,935867,20
1443,Female,31,814823,84
1444,Male,24,1176714,90
1445,Male,45,518039,54
1446,Male,48,1497092,30
1447,Female,30,773358,73
1448,Male,41,1433623,40
1449,Male,54,676757,14
1450,Male,40,382125,46
1451,Male,47,532573,55
1452,Female,34,775330,63
1453,Male,38,833306,62
1454,Male,51,404334,54
1455,Male,33,794327,70
1456,Female,27,1247077,83
1457,Female,56,947629,32
1458,Female,48,504911,48
1459,Female,37,568061,52
1460,Female,48,1500000,28
1461,Female,20,1177900,82
1462,Female,54,892947,18
1463,Male,39,823510,72
1464,Male,55,944508,26
1465,Male,63,1500000,43
1466,Female,53,1245534,36
1467,Male,39,483657,41
1468,Male,49,592126,55
1469,Female,25,1054001,96
1470,Male,27,898919,73
1471,Male,22,1394674,77
1472,Male,39,646497,51
1473,Male,54,934324,12
1474,Female,31,469820,39
1475,Male,37,693333,69
1476,Female,49,1457710,23
1477,Female,55,1002637,29
1478,Female,26,678476,70
1479,Female,50,1455180,38
1480,Male,26,493800,38
1481,Male,48,496770,53
1482,Male,28,1085565,82
1483,Male,27,1410993,79
1484,Male,49,533743,41
1485,Male,65,929064,28
1486,Female,51,1466818,42
1487,Female,61,965764,21
1488,Female,27,1301434,83
1489,Male,43,386443,40
1490,Male,50,1420743,28
1491,Female,34,816337,72
1492,Female,26,1145116,83
1493,Male,54,940992,25
1494,Male,46,1453880,17
1495,Female,27,899951,70
1496,Female,54,939055,32
1497,Female,27,772240,54
1498,Male,51,1418515,34
1499,Female,53,1402746,30
1500,Male,56,890849,30
1501,Female,27,1101022,84
1502,Male,28,1158122,92
1503,Female,25,1085465,80
1504,Male,54,927467,20
1505,Female,43,1325374,24
1506,Female,31,699979,70
1507,Female,28,750494,72
1508,Female,36,721614,50
1509,Male,36,587982,76
1510,Male,42,1230067,34
1511,Male,42,613708,48
1512,Female,41,331480,52
1513,Female,27,743779,74
1514,Female,42,533308,63
1515,Male,57,948130,27
1516,Male,27,652246,72
1517,Female,51,1349321,30
1518,Male,26,770891,81
1519,Female,62,745778,23
1520,Female,49,1443923,29
1521,Female,35,614219,49
1522,Female,43,516171,50
1523,Male,45,1405554,32
1524,Male,48,1417350,33
1525,Female,37,589129,49
1526,Female,55,1481347,33
1527,Male,38,643716,61
1528,Male,33,631794,76
1529,Female,36,561972,42
1530,Female,62,1385065,30
1531,Female,39,517681,46
1532,Male,50,697210,29
1533,Male,42,834082,77
1534,Male,39,665985,43
1535,Male,26,1125672,86
1536,Female,25,1100844,85
1537,Female,52,924000,20
1538,Male,59,923233,17
1539,Male,19,987847,75
1540,Female,25,1336608,79
1541,Male,27,1127226,74
1542,Female,31,1155754,82
1543,Female,39,1434845,45
1544,Male,42,542415,52
1545,Male,42,504163,42
1546,Male,28,1307252,86
1547,Female,27,1038142,79
1548,Female,31,736026,67
1549,Female,24,1150960,62
1550,Female,28,642893,69
1551,Female,37,727917,74
1552,Female,54,816458,20
1553,Female,22,1153426,85
1554,Male,28,1162756,70
1555,Male,55,1494052,38
1556,Female,39,614366,33
1557,Female,20,1079192,76
1558,Male,56,838439,36
1559,Female,33,576499,67
1560,Female,22,1208369,87
1561,Female,34,742761,57
1562,Male,27,1044097,91
1563,Male,28,875719,71
1564,Female,32,782206,58
1565,Female,51,1249882,48
1566,Female,30,920613,52
1567,Female,32,607599,73
1568,Male,31,746357,69
1569,Male,31,890367,77
1570,Female,49,1267784,36
1571,Male,22,1106441,85
1572,Male,28,1162129,86
1573,Female,23,1195130,88
1574,Male,37,570129,39
1575,Male,52,940360,32
1576,Male,26,1189081,74
1577,Female,44,1458314,33
1578,Male,62,957020,16
1579,Male,57,755586,21
1580,Female,40,683096,60
1581,Female,28,658196,58
1582,Male,25,1226462,95
1583,Male,44,1475398,37
1584,Female,59,965273,14
1585,Female,50,531739,63
1586,Male,26,996038,61
1587,Female,60,816444,11
1588,Male,40,1392317,39
1589,Female,42,527007,46
1590,Female,33,647001,69
1591,Male,35,348363,48
1592,Male,31,733805,76
1593,Female,26,1317958,94
1594,Male,37,732129,71
1595,Male,22,1237734,100
1596,Female,52,826419,15
1597,Male,48,1380847,40
1598,Male,49,593840,53
1599,Female,47,462291,41
1600,Male,45,572566,55
1601,Female,59,1072504,23
1602,Female,24,1256965,94
1603,Male,63,964666,18
1604,Female,40,541491,51
1605,Female,32,546073,48
1606,Male,35,603754,46
1607,Male,52,1458959,41
1608,Male,29,734102,66
1609,Female,58,750447,15
1610,Female,37,510956,38
1611,Male,45,591839,59
1612,Male,24,1328766,97
1613,Male,50,967301,24
1614,Male,60,956902,28
1615,Female,26,1139402,78
1616,Female,45,1473139,41
1617,Male,58,1500000,40
1618,Female,28,1262560,89
1619,Male,48,1367590,33
1620,Male,62,1065886,20
1621,Female,55,828600,17
1622,Female,40,575938,48
1623,Female,59,841818,22
1624,Female,48,1442177,34
1625,Female,24,1223824,80
1626,Male,27,876655,81
1627,Female,53,1001671,25
1628,Female,28,1262565,82
1629,Female,24,1240464,78
1630,Male,45,1336190,26
1631,Male,60,935873,25
1632,Female,51,636603,47
1633,Female,33,659467,68
1634,Female,63,803278,13
1635,Male,61,856485,29
1636,Female,33,747018,60
1637,Female,45,1421492,46
1638,Male,31,808572,82
1639,Female,44,528536,51
1640,Female,27,934193,78
1641,Male,34,479480,36
1642,Male,34,769267,79
1643,Male,62,1056466,25
1644,Female,26,1067821,85
1645,Male,42,515840,35
1646,Female,41,473363,51
1647,Female,42,1238550,27
1648,Female,26,625025,76
1649,Male,45,1497545,30
1650,Female,44,531977,52
1651,Female,52,738662,16
1652,Female,56,1305291,51
1653,Female,26,1253288,79
1654,Female,29,1064219,89
1655,Female,52,553555,30
1656,Female,39,1500000,37
1657,Female,31,835160,86
1658,Female,37,636537,63
1659,Male,38,522632,46
1660,Male,54,1481014,25
1661,Female,44,485689,61
1662,Female,31,805035,78
1663,Male,62,914988,33
1664,Male,59,753898,24
1665,Female,56,1496838,44
1666,Male,23,1190095,81
1667,Female,51,1433689,36
1668,Male,61,733054,29
1669,Male,25,1341730,93
1670,Male,47,528566,47
1671,Male,52,1443722,38
1672,Male,24,1129331,97
1673,Male,25,1435865,85
1674,Female,46,1423594,36
1675,Female,38,465475,36
1676,Female,36,793700,59
1677,Female,63,1500000,44
1678,Male,47,1362509,32
1679,Female,44,562495,43
1680,Female,48,1327285,41
1681,Male,53,1485702,35
1682,Male,47,1429766,35
1683,Male,50,1294505,33
1684,Female,31,785511,88
1685,Female,49,1500000,44
1686,Female,23,1257151,97
1687,Male,55,677853,19
1688,Male,24,1161747,78
1689,Male,54,1343656,42
1690,Male,50,1318099,33
1691,Male,36,809610,73
1692,Male,24,765124,65
1693,Female,24,1166562,83
1694,Male,39,1304559,37
1695,Female,41,431855,46
1696,Male,54,1486319,41
1697,Male,48,519782,47
1698,Female,32,706491,82
1699,Male,46,516531,52
1700,Female,39,594679,50
1701,Female,35,737967,80
1702,Female,29,732565,84
1703,Male,55,1360853,38
1704,Female,49,1347898,38
1705,Male,53,1235267,36
1706,Male,26,1278510,81
1707,Male,54,923933,28
1708,Female,53,1484841,40
1709,Male,41,1357523,50
1710,Male,48,1500000,32
1711,Male,25,1076415,80
1712,Female,47,428560,50
1713,Male,47,1219806,35
1714,Female,62,967828,20
1715,Female,59,728658,27
1716,Female,33,843881,82
1717,Male,53,1406778,32
1718,Male,34,726942,71
1719,Female,45,521381,39
1720,Female,50,1394939,32
1721,Male,47,1494413,46
1722,Female,28,1142681,75
1723,Male,22,710469,91
1724,Male,61,1485587,43
1725,Female,56,1482159,40
1726,Male,47,572276,49
1727,Female,58,866187,26
1728,Male,62,983804,11
1729,Male,43,513254,45
1730,Male,47,544192,43
1731,Male,47,1493979,43
1732,Male,37,695838,73
1733,Female,42,484158,47
1734,Male,26,755596,79
1735,Male,28,722153,66
1736,Female,57,882047,23
1737,Female,50,1320641,34
1738,Female,30,745148,63
1739,Male,60,839584,14
1740,Female,45,493114,50
1741,Female,47,368162,60
1742,Male,59,942418,13
1743,Male,24,1154560,87
1744,Female,57,1374521,38
1745,Male,44,1384597,34
1746,Male,42,594405,37
1747,Female,30,1477049,79
1748,Female,58,852261,12
1749,Male,49,1429807,22
1750,Male,44,457116,39
1751,Male,23,1083720,82
1752,Male,44,1217025,21
1753,Male,36,675317,26
1754,Female,43,472336,48
1755,Female,24,1189737,80
1756,Male,55,1417491,39
1757,Male,49,629850,7
1758,Female,47,655923,41
1759,Female,45,406891,58
1760,Male,58,911045,25
1761,Female,23,1156179,97
1762,Male,43,1480919,32
1763,Male,25,623737,76
1764,Male,42,407090,42
1765,Male,25,1406568,83
1766,Male,39,498481,54
1767,Male,51,1370489,27
1768,Female,33,1015629,72
1769,Female,50,1369504,42
1770,Male,38,1345604,39
1771,Male,48,1377116,38
1772,Male,54,910003,13
1773,Female,61,802512,23
1774,Female,24,1203618,93
1775,Male,25,1151816,92
1776,Female,55,1474055,48
1777,Female,31,777780,73
1778,Female,22,1183660,73
1779,Male,41,506607,48
1780,Male,37,442950,48
1781,Female,55,1386867,47
1782,Male,43,535730,54
1783,Female,45,400074,61
1784,Female,20,1333424,82
1785,Female,24,960388,88
1786,Female,20,1300816,88
1787,Male,36,720088,73
1788,Male,46,569100,49
1789,Female,61,875695,19
1790,Male,58,861144,5
1791,Male,46,666802,26
1792,Female,33,689418,70
1793,Female,44,502141,51
1794,Female,27,1258716,81
1795,Male,60,875274,22
1796,Female,39,516176,55
1797,Male,49,1281848,45
1798,Female,26,1154905,83
1799,Male,39,635446,45
1800,Female,35,373510,27
1801,Male,31,841818,76
1802,Female,30,817201,71
1803,Male,49,1500000,45
1804,Male,53,839217,23
1805,Female,31,696365,56
1806,Female,40,418712,49
1807,Male,58,878016,38
1808,Male,29,821151,79
1809,Male,37,474960,29
1810,Male,39,987273,79
1811,Male,34,731525,83
1812,Male,42,1352265,36
1813,Male,53,1489176,46
1814,Male,50,1223020,36
1815,Female,38,440595,39
1816,Female,52,1358766,27
1817,Female,54,770908,20
1818,Male,36,774271,70
1819,Male,52,801433,15
1820,Female,52,999410,30
1821,Female,49,499216,48
1822,Male,51,1473046,26
1823,Male,47,1446358,43
1824,Male,24,1255471,87
1825,Female,28,1093170,82
1826,Female,31,893146,70
1827,Male,52,411493,43
1828,Female,33,682316,73
1829,Female,57,704354,25
1830,Male,45,420817,49
1831,Female,39,566243,42
1832,Male,33,749816,81
1833,Male,54,1019126,27
1834,Female,26,1103405,79
1835,Male,29,792366,73
1836,Male,57,1038262,30
1837,Female,26,1223268,77
1838,Female,29,1129004,80
1839,Female,53,908148,20
1840,Male,56,839459,13
1841,Male,59,836387,17
1842,Male,61,876224,16
1843,Male,24,1134955,90
1844,Female,22,1041416,82
1845,Female,27,1359954,93
1846,Male,30,437244,35
1847,Male,29,1265552,90
1848,Male,24,1187770,91
1849,Male,38,1354433,37
1850,Female,42,578823,42
1851,Female,32,577929,57
1852,Male,44,1334728,18
1853,Male,61,968508,17
1854,Male,27,836195,73
1855,Male,62,1121273,29
1856,Male,39,493649,61
1857,Male,51,1238654,32
1858,Male,60,1016260,30
1859,Female,38,490129,30
1860,Male,37,476474,58
1861,Female,58,1071121,22
1862,Female,20,1073655,83
1863,Female,27,968368,53
1864,Female,48,1356355,29
1865,Female,55,1332935,42
1866,Female,49,1401579,29
1867,Female,28,1288969,98
1868,Male,42,331330,44
1869,Female,18,1290076,85
1870,Male,52,1500000,35
1871,Male,49,1257648,33
1872,Male,27,691169,79
1873,Male,53,757881,19
1874,Male,51,1327651,23
1875,Male,53,1499870,35
1876,Male,49,547004,24
1877,Female,44,580715,36
1878,Female,43,1324896,33
1879,Female,39,653834,46
1880,Female,32,998619,73
1881,Male,28,1201168,69
1882,Male,34,484528,55
1883,Female,29,752379,68
1884,Female,44,516042,62
1885,Female,61,763136,24
1886,Male,60,978279,11
1887,Female,38,545638,48
1888,Female,30,1480146,92
1889,Female,49,1263167,27
1890,Female,38,742732,37
1891,Male,41,721542,56
1892,Female,30,835535,68
1893,Male,58,1491074,31
1894,Female,36,583273,50
1895,Female,38,434235,42
1896,Female,32,1306371,93
1897,Male,30,686359,58
1898,Male,59,903462,28
1899,Male,32,915247,88
1900,Male,32,811041,77
1901,Female,55,866911,16
1902,Female,41,405545,55
1903,Female,38,480495,36
1904,Male,22,1077729,93
1905,Male,63,812990,17
1906,Female,26,1290818,86
1907,Male,57,695541,22
1908,Male,44,483871,48
1909,Male,30,749375,80
1910,Female,21,1392347,88
1911,Male,35,897943,79
1912,Female,28,1324562,88
1913,Male,48,351963,50
1914,Male,39,1161720,42
1915,Male,57,915187,31
1916,Female,32,1427719,76
1917,Male,40,454480,39
1918,Female,64,1024158,23
1919,Male,50,925548,13
1920,Male,54,1308878,24
1921,Male,49,1291330,30
1922,Female,24,1348734,79
1923,Female,54,1018904,23
1924,Female,33,420189,50
1925,Female,26,909118,55
1926,Female,51,1371572,36
1927,Male,30,1161475,96
1928,Female,26,939962,93
1929,Male,38,623308,63
1930,Female,44,366591,39
1931,Female,55,990415,26
1932,Female,33,924898,81
1933,Male,27,1302358,99
1934,Female,51,516405,62
1935,Female,21,1112684,90
1936,Male,49,1484698,35
1937,Female,34,762529,72
1938,Male,54,801836,21
1939,Male,55,759402,21
1940,Male,60,870699,26
1941,Female,57,812918,12
1942,Male,30,649532,84
1943,Male,48,1500000,30
1944,Female,24,1500000,69
1945,Male,53,994313,28
1946,Female,61,874334,21
1947,Male,61,1052811,15
1948,Female,42,1136272,26
1949,Male,27,751520,77
1950,Female,25,1129309,83
1951,Male,30,697564,68
1952,Male,49,1363608,33
1953,Female,43,395046,56
1954,Female,36,786262,78
1955,Male,38,419647,41
1956,Female,25,1391358,84
1957,Female,36,846749,75
1958,Female,37,747689,69
1959,Male,48,1436719,37
1960,Male,47,1473780,19
1961,Male,55,1073483,9
1962,Male,29,917821,57
1963,Male,65,897614,28
1964,Male,31,702701,82
1965,Male,47,376173,39
1966,Female,21,1011073,74
1967,Female,31,767011,65
1968,Male,39,782899,75
1969,Female,52,1335649,45
1970,Female,41,1499941,44
1971,Male,25,1076237,86
1972,Female,49,1480153,31
1973,Female,49,1298529,10
1974,Female,33,756214,66
1975,Female,53,1224416,51
1976,Female,28,1274345,78
1977,Female,53,1450024,33
1978,Male,50,1500000,44
1979,Male,59,927166,25
1980,Male,48,447596,30
1981,Female,30,988886,77
1982,Male,28,1272276,78
1983,Male,42,457745,46
1984,Male,41,575089,88
1985,Female,50,1274087,39
1986,Female,33,458045,37
1987,Female,58,837810,25
1988,Male,42,502081,43
1989,Male,55,804049,22
1990,Male,54,1413533,51
1991,Female,58,882610,8
1992,Female,25,1231204,88
1993,Female,18,1309269,100
1994,Female,45,1430687,50
1995,Male,52,1500000,35
1996,Male,61,786219,38
1997,Male,64,1070675,19
1998,Male,54,1092358,23
1999,Female,27,789607,74
2000,Female,29,899748,85
2001,Female,38,530100,39
2002,Female,34,749239,71
2003,Male,56,1106745,48
2004,Male,43,1441233,22
2005,Male,54,850083,25
2006,Female,37,509937,47
2007,Male,31,585707,61
2008,Male,52,828510,21
2009,Male,37,480447,54
2010,Female,43,519614,43
2011,Male,46,1350575,24
2012,Female,33,705686,63
2013,Female,56,837687,18
2014,Female,42,1294105,34
2015,Female,52,770759,21
2016,Male,51,1383841,33
2017,Female,39,630182,48
2018,Male,53,1347413,36
2019,Male,44,1493570,30
2020,Female,34,835719,62
2021,Male,36,765008,60
2022,Female,23,1202624,74
2023,Female,59,1343141,30
2024,Female,50,1403024,22
2025,Female,55,1019531,17
2026,Female,29,768775,71
2027,Male,48,550021,30
2028,Female,55,858711,20
2029,Female,23,1336649,89
2030,Female,58,824609,20
2031,Female,45,540046,40
2032,Male,55,834611,20
2033,Male,57,764817,21
2034,Female,27,818355,72
2035,Male,47,1480193,39
2036,Female,24,736822,81
2037,Male,58,1066623,28
2038,Male,49,499705,54
2039,Female,27,648724,81
2040,Male,42,454964,44
2041,Male,25,1013193,88
2042,Female,25,1319867,85
2043,Male,32,693854,72
2044,Female,26,1245069,65
2045,Male,30,596288,68
2046,Male,27,1110054,89
2047,Female,48,1452308,47
2048,Female,26,1439753,87
2049,Male,57,902013,26
2050,Female,27,759439,77
2051,Male,25,1286161,78
2052,Male,25,643443,71
2053,Male,59,1224624,21
2054,Male,53,834948,31
2055,Male,31,817745,78
2056,Female,24,1271668,86
2057,Male,25,1109957,90
2058,Female,59,1302368,31
2059,Female,33,834751,93
2060,Male,49,1500000,24
2061,Female,30,689593,97
2062,Female,46,1497665,42
2063,Male,47,499848,44
2064,Male,28,1498214,86
2065,Female,46,1440050,33
2066,Female,42,564270,56
2067,Female,59,905490,28
2068,Male,56,1009038,23
2069,Male,25,1251524,94
2070,Female,65,783076,14
2071,Female,30,789088,69
2072,Male,27,1183717,98
2073,Female,53,1500000,24
2074,Female,41,1488174,32
2075,Female,40,622950,59
2076,Male,47,1500000,45
2077,Female,38,553087,50
2078,Female,47,536862,43
2079,Male,50,647338,57
2080,Female,33,726122,75
2081,Male,48,1417821,33
2082,Female,55,977026,21
2083,Male,43,1369611,44
2084,Male,31,716801,81
2085,Male,44,649390,49
2086,Female,33,693361,85
2087,Male,34,675133,68
2088,Male,55,853687,26
2089,Male,53,1204784,47
2090,Male,64,839580,24
2091,Female,51,438606,64
2092,Female,34,619768,81
2093,Male,36,654609,82
2094,Male,41,421372,41
2095,Male,32,777163,73
2096,Female,27,1082511,96
2097,Male,24,1398142,87
2098,Male,52,1441451,43
2099,Female,55,784684,19
2100,Male,40,430038,59
2101,Male,42,1500000,28
2102,Male,44,1500000,39
2103,Female,34,696843,81
2104,Female,51,584886,49
2105,Female,59,1483514,41
2106,Female,43,674147,51
2107,Male,30,760632,66
2108,Male,53,1500000,44
2109,Female,24,991506,84
2110,Male,51,1348874,41
2111,Male,24,942332,84
2112,Male,47,1480393,36
2113,Male,37,704244,73
2114,Female,39,487603,39
2115,Male,56,854745,29
2116,Male,33,715236,61
2117,Female,55,1319699,28
2118,Male,45,1350895,32
2119,Female,33,582835,69
2120,Female,47,473587,50
2121,Female,27,1322407,90
2122,Female,46,535205,40
2123,Female,33,780033,78
2124,Male,50,1368278,39
2125,Male,38,441417,25
2126,Male,57,1500000,31
2127,Male,23,1207355,80
2128,Female,51,1384664,34
2129,Female,51,1486602,30
2130,Male,59,984896,16
2131,Male,55,1122304,12
2132,Male,49,1469591,49
2133,Female,29,1436111,81
2134,Male,42,1451073,42
2135,Female,56,1437497,28
2136,Female,43,580138,46
2137,Female,26,1237639,95
2138,Female,57,868530,16
2139,Male,48,1323938,42
2140,Male,45,1485120,42
2141,Male,28,1332507,96
2142,Female,25,1137482,97
2143,Male,22,1244454,84
2144,Male,23,1167569,80
2145,Female,55,921192,19
2146,Female,30,753608,70
2147,Male,33,818940,75
2148,Male,41,492932,41
2149,Female,51,1488049,40
2150,Female,38,430351,56
2151,Female,28,697171,64
